区域,小区名称,户型,面积,价格(万),单价(元/平米),性质,朝向,装修,是否有电梯,楼层,建筑年代,楼型
东城,民安小区东直门内北小街 ,4室1厅,118.46,1160,97924,房本满五年,东西北,毛坯,有电梯,底层(共16层)2003年建板楼,,-
东城,灯市口大街 ,2室1厅,68.36,780,114102,房本满五年,南,简装,有电梯,高楼层(共11层)1990年建板塔结合,,-
东城,安贞苑50号院 ,3室1厅,128.36,1280,99720,房本满五年,南北,简装,无电梯,低楼层(共6层)2000年建板楼,,-
东城,菊儿胡同 ,2室1厅,64.38,836,129854,房本满五年,南北,毛坯,无电梯,低楼层(共3层)1991年建板楼,,-
东城,广渠家园 ,2室1厅,60.31,550,91196,房本满五年,南北,简装,有电梯,低楼层(共29层)2009年建板塔结合,,-
东城,豆瓣胡同 ,2室1厅,71.44,920,128780,房本满五年,南,简装,有电梯,低楼层(共21层)2003年建板楼,,-
东城,东花市北里中区 ,2室2厅,126.55,1200,94825,房本满五年,南北,精装,有电梯,低楼层(共6层)1990年建板楼,,-
东城,天坛西里东区 ,2室1厅,60.03,480,79961,房本满五年,东西,简装,无,中楼层(共4层)1991年建板楼,,-
东城,香饵胡同 ,2室1厅,69.14,1030,148974,房本满五年,南北,精装,无电梯,中楼层(共6层)2002年建板楼,,-
东城,青年湖北街 ,2室2厅,73.8,810,109757,房本满五年,东南,简装,有电梯,高楼层(共18层)1997年建塔楼,,-
东城,什锦花园胡同21号院 ,2室1厅,48,680,141667,房本满五年,南北,简装,无电梯,中楼层(共5层)1985年建板楼,,-
东城,悠胜美苑 ,2室1厅,44.31,550,124126,房本满五年,西北,简装,有电梯,低楼层(共20层)2002年建板塔结合,,-
东城,新景家园东区 ,1室1厅,61.37,580,94509,房本满五年,东南北,简装,有电梯,中楼层(共16层)2002年建板塔结合,,-
东城,新景家园东区 ,2室1厅,81.44,850,104372,房本满五年,南北,精装,有电梯,底层(共18层)2005年建板塔结合,,-
东城,左安浦园 ,1室1厅,67.61,520,76912,房本满五年,东,简装,有电梯,低楼层(共14层)2004年建板塔结合,,-
东城,幸福家园三期 ,3室1厅,130.35,1600,122747,房本满五年,南北,精装,有电梯,高楼层(共18层)2005年建塔楼,,-
东城,金世纪嘉园 ,1室1厅,64.01,570,89049,房本满五年,西,简装,有电梯,高楼层(共21层)2006年建塔楼,,-
东城,新景家园东区 ,2室1厅,83.69,950,113515,,东西,精装,有电梯,中楼层(共17层)2005年建板塔结合,,-
东城,汪芝麻胡同 ,2室1厅,60.96,750,123032,,南北,简装,无,中楼层(共6层)1988年建板楼,,-
东城,和平里五区 ,1室1厅,40.57,445,109687,,东南,简装,无电梯,高楼层(共6层)1996年建板楼,,-
东城,安化南里 ,3室1厅,96.16,960,99834,,西北,简装,无,中楼层(共16层)2007年建塔楼,,-
东城,光明楼 ,2室1厅,62.38,592,94903,房本满五年,南北,精装,无电梯,底层(共4层)1960年建板楼,,-
东城,东堂子胡同 ,2室1厅,65.47,680,103865,房本满五年,东西,简装,无电梯,中楼层(共6层)1999年建板楼,,-
东城,新怡家园 ,2室2厅,144.91,2116,146022,房本满五年,南北,精装,有电梯,低楼层(共13层)2006年建板楼,,-
东城,新世界家园 ,2室1厅,127.67,1450,113575,房本满五年,东西,精装,有电梯,中楼层(共8层)2004年建板楼,,-
东城,望陶园小区 ,2室1厅,82.42,593,71949,房本满五年,南西,其他,有电梯,中楼层(共18层)2002年建塔楼,,-
东城,新景家园东区 ,2室1厅,79.98,800,100026,房本满五年,南北,其他,有电梯,中楼层(共12层)2004年建板楼,,-
东城,法华南里 ,3室1厅,117.63,950,80762,房本满五年,南北,精装,无电梯,顶层(共6层)1991年建板楼,,-
东城,国瑞城中区 ,1室1厅,61.99,560,90338,房本满五年,南,其他,有电梯,中楼层(共16层)2006年建板塔结合,,-
东城,贡院六号 ,1室1厅,123.71,1420,114785,房本满五年,东南,精装,有电梯,高楼层(共23层)2002年建塔楼,,-
东城,交道口东大街 ,2室1厅,76.87,1070,139197,房本满五年,东南,精装,有电梯,低楼层(共12层)2003年建板塔结合,,-
东城,海运仓小区 ,3室2厅,111.5,1226,109956,房本满五年,西北,简装,有电梯,顶层(共8层)2002年建板楼,,-
东城,北竹杆胡同 ,2室1厅,73.78,820,111142,房本满五年,南北,精装,无,高楼层(共6层)2003年建板楼,,-
东城,东后河沿 ,2室2厅,144.86,1550,107000,房本满五年,南北,简装,有电梯,中楼层(共16层)1999年建板塔结合,,-
东城,广渠家园 ,2室1厅,61.14,550,89958,房本满五年,西北,精装,有电梯,高楼层(共29层)2009年建板塔结合,,-
东城,东花市北里西区 ,3室2厅,190.7,1700,89146,房本满五年,南北,精装,无电梯,中楼层(共6层)1995年建板楼,,-
东城,保利蔷薇 ,2室1厅,92.67,950,102515,房本满五年,西,精装,有电梯,中楼层(共16层)2008年建板塔结合,,-
东城,西营房 ,2室1厅,85.12,800,93985,房本满五年,东,精装,有电梯,中楼层(共19层)2006年建塔楼,,-
东城,土儿胡同 ,3室1厅,83.48,1145,137159,房本满五年,东西,精装,无电梯,顶层(共6层)2002年建板楼,,-
东城,天天家园 ,3室1厅,148.39,1127,75949,房本满五年,东南,精装,有电梯,低楼层(共11层)2002年建板塔结合,,-
东城,阳光都市 ,4室2厅,256.09,2816,109962,房本满五年,东南,精装,有电梯,顶层(共25层)2001年建塔楼,,-
东城,万国城MOMA ,4室2厅,303.61,3600,118574,房本满五年,南北,精装,有电梯,顶层(共26层)2005年建板楼,,-
东城,兴化西里 ,2室1厅,76.87,750,97568,房本满五年,东西,精装,无电梯,高楼层(共6层)2005年建板楼,,-
东城,兴化西里 ,3室1厅,101.46,900,88705,房本满五年,东西,精装,无电梯,顶层(共6层)2005年建板楼,,-
东城,沙滩南巷 ,2室1厅,54.26,600,110579,房本满五年,南北,简装,无,顶层(共5层)1985年建板楼,,-
东城,东直门内北小街2号院 ,2室2厅,188.87,1250,66184,房本满五年,西,简装,有电梯,中楼层(共20层)2003年建塔楼,,-
东城,东堂子胡同 ,2室1厅,56.15,616,109707,房本满五年,南北,精装,无电梯,顶层(共6层)1990年建,,-
东城,恒基中心 ,3室1厅,168.14,1270,75533,房本满五年,东南,精装,无,中楼层(共23层)1997年建塔楼,,-
东城,广渠家园 ,2室1厅,63.75,600,94118,,东西,精装,有电梯,高楼层(共18层)2009年建板楼,,-
东城,夕照寺西里 ,3室1厅,65.74,598,90965,,东南北,其他,无电梯,中楼层(共6层)1979年建板楼,,-
东城,新景家园东区 ,1室1厅,66.87,680,101690,,东西,精装,有电梯,高楼层(共15层)2008年建板塔结合,,-
东城,东中公寓 ,4室2厅,233.06,2098,90020,房本满五年,南北,精装,有电梯,低楼层(共12层)1997年建板塔结合,,-
东城,板厂新里 ,2室1厅,61.66,585,94876,房本满五年,东北,精装,无,高楼层(共18层)1990年建塔楼,,-
东城,东板桥东巷 ,2室1厅,58.48,616,105336,房本满五年,东西,简装,无,中楼层(共5层)1985年建板楼,,-
东城,冠城名敦道 ,1室0厅,76.75,505,65799,房本满五年,东,简装,有电梯,中楼层(共23层)2009年建塔楼,,-
东城,冠城名敦道 ,1室0厅,83.36,650,77976,房本满五年,西南,精装,有电梯,中楼层(共23层)2009年建塔楼,,-
东城,丽水湾畔家园 ,3室1厅,139.91,1200,85770,房本满五年,南北,简装,有电梯,低楼层(共21层)2002年建塔楼,,-
东城,北官厅胡同 ,3室1厅,71.51,870,121662,房本满五年,东南北,精装,有电梯,中楼层(共16层)1993年建塔楼,,-
东城,安定路 ,2室1厅,44.2,410,92761,房本满五年,南,其他,有电梯,底层(共20层)1993年建塔楼,,-
东城,冠城名敦道 ,3室2厅,173.67,1900,109403,房本满五年,南北,精装,有电梯,低楼层(共27层)2009年建板楼,,-
东城,海晟名苑 ,3室3厅,295.56,3800,128570,房本满五年,南,精装,有电梯,高楼层(共18层)2003年建板塔结合,,-
东城,南弓匠营胡同 ,1室1厅,53.14,768,144524,房本满五年,南北,简装,无电梯,底层(共5层)2003年建板楼,,-
东城,美术馆后街 ,1室1厅,50.27,630,125324,房本满五年,南,精装,有电梯,顶层(共13层)1989年建塔楼,,-
东城,土儿胡同 ,2室1厅,69.88,900,128793,房本满五年,南北,简装,无电梯,底层(共6层)2002年建板楼,,-
东城,望陶园小区 ,3室1厅,134.11,895,66737,房本满五年,西南,简装,有电梯,高楼层(共18层)1999年建塔楼,,-
东城,西总布胡同55号院 ,2室1厅,55.06,578,104977,房本满五年,南北,简装,无电梯,中楼层(共6层)1990年建板楼,,-
东城,新景家园西区 ,2室1厅,81.16,860,105964,房本满五年,南北,简装,有电梯,低楼层(共17层)2004年建板塔结合,,-
东城,新世界家园 ,2室2厅,123.26,1430,116015,房本满五年,南北,简装,有电梯,底层(共11层)2004年建板楼,,-
东城,民安小区东直门北中街 ,3室2厅,110.75,1180,106547,房本满五年,东西,精装,无电梯,顶层(共6层)2002年建板楼,,-
东城,柏树胡同 ,2室1厅,82.13,1020,124194,房本满五年,南北,简装,无电梯,中楼层(共7层)1989年建板楼,,-
东城,和平里六区 ,3室1厅,121.73,1217.3,100000,房本满五年,西北,其他,有电梯,高楼层(共17层)1998年建塔楼,,-
东城,后芳嘉园胡同 ,2室1厅,68.71,790,114976,房本满五年,南北,简装,无电梯,高楼层(共6层)2002年建板楼,,-
东城,东直门内北小街16号 ,2室2厅,89.62,860,95961,房本满五年,东西,简装,有电梯,中楼层(共10层)2003年建板塔结合,,-
东城,富贵园三区 ,2室1厅,76.35,630,82515,房本满五年,东南,简装,有电梯,高楼层(共18层)2002年建塔楼,,-
东城,培新街乙5号院 ,2室1厅,69.03,650,94162,房本满五年,东西,精装,有电梯,低楼层(共16层)1999年建板塔结合,,-
东城,新奥洋房 ,2室1厅,95.65,710,74229,房本满五年,东西,其他,有电梯,中楼层(共11层)2005年建板塔结合,,-
东城,西营房 ,3室1厅,102.88,916,89036,,南西南西北,精装,有电梯,低楼层(共16层)2006年建塔楼,,-
东城,东直门内大街 ,2室1厅,64.98,730,112343,,南北,简装,有电梯,中楼层(共12层)2002年建板楼,,-
东城,富贵园二区 ,2室1厅,69.93,680,97241,,西南,精装,有电梯,顶层(共18层)2003年建塔楼,,-
东城,富贵园四区 ,2室1厅,108.42,1380,127283,,南北,精装,有电梯,顶层(共10层)2006年建板塔结合,,-
东城,绿景苑 ,3室2厅,155.88,1400,89813,,南西北,简装,有电梯,低楼层(共14层)1999年建板楼,,-
东城,城市亮点 ,2室1厅,84.46,675,79920,房本满五年,东,精装,有电梯,中楼层(共12层)2003年建板塔结合,,-
东城,南门仓胡同 ,2室1厅,79.97,950,118795,房本满五年,东西,简装,无电梯,低楼层(共6层)2003年建板楼,,-
东城,东直门内大街 ,2室1厅,64.98,730,112343,房本满五年,南北,简装,有电梯,中楼层(共12层)2002年建板楼,,-
东城,富贵园二区 ,2室1厅,69.93,680,97241,房本满五年,西南,精装,有电梯,顶层(共18层)2003年建塔楼,,-
东城,富贵园四区 ,2室1厅,108.42,1380,127283,房本满五年,南北,精装,有电梯,顶层(共10层)2006年建板塔结合,,-
东城,国瑞城中区 ,3室1厅,89.93,944,104971,房本满五年,南西,精装,有电梯,低楼层(共16层)2006年建板塔结合,,-
东城,金鱼池东区 ,2室1厅,71.52,643,89905,房本满五年,东西,精装,无电梯,底层(共6层)2002年建板塔结合,,-
东城,地坛北门 ,3室1厅,70.23,700,99673,房本满五年,南北,简装,无电梯,顶层(共5层)1975年建板楼,,-
东城,绿景苑 ,3室2厅,155.88,1400,89813,房本满五年,南西北,简装,有电梯,低楼层(共14层)1999年建板楼,,-
东城,西营房 ,3室1厅,102.41,910,88859,房本满五年,西南,精装,有电梯,中楼层(共19层)2006年建塔楼,,-
东城,新景家园西区 ,2室1厅,80.64,825,102307,房本满五年,东西,精装,有电梯,顶层(共16层)2004年建板塔结合,,-
东城,煤渣胡同 ,3室1厅,99.84,1272,127404,房本满五年,南北,简装,有电梯,顶层(共9层)1990年建板塔结合,,-
东城,青年湖北里 ,2室1厅,78.48,760,96840,房本满五年,西北,其他,有电梯,底层(共18层)1999年建塔楼,,-
东城,青年湖北街 ,2室2厅,73.24,850,116057,房本满五年,东南,简装,有电梯,高楼层(共18层)1997年建塔楼,,-
东城,骑河楼大街 ,3室1厅,80.93,900,111208,房本满五年,东西,简装,无电梯,高楼层(共6层)1987年建板楼,,-
东城,水上华城 ,1室2厅,67.66,697,103016,房本满五年,西,精装,无,高楼层(共20层)2004年建板塔结合,,-
东城,天天家园 ,3室2厅,153.21,1050,68534,房本满五年,西北,简装,有电梯,中楼层(共11层)2002年建板塔结合,,-
东城,天天家园 ,3室2厅,153.21,1050,68534,房本满五年,西北,简装,有电梯,高楼层(共11层)2002年建板塔结合,,-
东城,望陶园小区 ,2室1厅,89.66,630,70266,房本满五年,西南,其他,有电梯,低楼层(共18层)2001年建塔楼,,-
东城,西革新里108号院 ,4室2厅,180.93,1020,56376,房本满五年,南北,其他,无电梯,顶层(共6层)1996年建板楼,,-
东城,中国强胡同 ,2室1厅,50.48,530,104993,房本满五年,西南,精装,无电梯,低楼层(共6层)1982年建板楼,,-
东城,悠胜美苑 ,1室1厅,58.7,450,76661,房本满五年,东,其他,有电梯,顶层(共20层)2003年建板塔结合,,-
东城,幸福家园一期 ,3室2厅,118.85,1450,122003,房本满五年,南北,精装,有电梯,高楼层(共14层)2002年建板塔结合,,-
东城,花市枣苑一期 ,1室1厅,66.93,750,112058,房本满五年,东,精装,有电梯,低楼层(共18层)2002年建塔楼,,-
东城,长安太和 ,4室1厅,314.28,4050,128866,房本满五年,东南,精装,有电梯,中楼层(共24层)2012年建板楼,,-
东城,法华南里 ,3室1厅,110.54,950,85942,,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,富贵园一区 ,2室1厅,125.52,1370,109146,,南北,精装,有电梯,顶层(共9层)2003年建板楼,,-
东城,崇文门西大街 ,2室1厅,57.51,630,109547,,南北,其他,有电梯,低楼层(共13层)1970年建板楼,,-
东城,王家园胡同 ,2室1厅,73.21,635,86737,,南北,精装,无电梯,顶层(共6层)2000年建板楼,,-
东城,新景家园西区 ,2室1厅,117.79,1100,93387,房本满五年,东西,简装,有电梯,中楼层(共11层)2001年建板塔结合,,-
东城,和平新城一期 ,2室2厅,126.38,1260,99700,房本满五年,东南北,精装,有电梯,中楼层(共20层)2003年建板塔结合,,-
东城,禄米仓胡同 ,2室1厅,73.43,930,126652,房本满五年,东西,精装,无电梯,底层(共6层)2003年建板楼,,-
东城,安化北里 ,2室1厅,68.62,620,90353,房本满五年,东南,精装,有电梯,低楼层(共17层)1980年建塔楼,,-
东城,安外大街 ,2室1厅,68.23,598,87645,房本满五年,东,精装,有电梯,中楼层(共16层)1994年建板楼,,-
东城,安外大街80号院 ,2室1厅,55.15,525,95195,房本满五年,南北,精装,无电梯,高楼层(共6层)1990年建板楼,,-
东城,东直门内大街 ,2室1厅,67.97,720,105930,房本满五年,东,精装,有电梯,底层(共16层)2002年建塔楼,,-
东城,民安小区东直门北中街 ,1室1厅,60.2,720,119602,房本满五年,东西,精装,无电梯,低楼层(共6层)1988年建板楼,,-
东城,富贵园一区 ,2室1厅,85.53,1136,132819,房本满五年,南北,精装,有电梯,底层(共11层)2004年建板楼,,-
东城,东华门大街 ,1室1厅,39.58,510,128853,房本满五年,南,精装,无电梯,高楼层(共6层)1988年建板楼,,-
东城,东花市北里中区 ,2室1厅,67.13,570,84910,房本满五年,西,简装,无电梯,高楼层(共6层)1994年建塔楼,,-
东城,朝阳门南小街 ,2室1厅,68.04,798,117284,房本满五年,东西,精装,有电梯,低楼层(共11层)2004年建板塔结合,,-
东城,朗家胡同24号院 ,2室1厅,53.03,610,115030,房本满五年,南北,精装,无电梯,低楼层(共6层)1977年建板楼,,-
东城,新怡家园 ,1室1厅,70.37,1030,146370,房本满五年,南,精装,有电梯,中楼层(共15层)2006年建板楼,,-
东城,新裕家园 ,2室1厅,80.66,880,109100,房本满五年,南,精装,有电梯,中楼层(共16层)2004年建板塔结合,,-
东城,新景家园西区 ,1室1厅,58.46,610,104345,房本满五年,南,简装,有电梯,中楼层(共17层)2004年建板塔结合,,-
东城,水上华城 ,2室1厅,75.18,780,103751,房本满五年,东,精装,有电梯,高楼层(共22层)2006年建板塔结合,,-
东城,阳光都市 ,4室2厅,307.68,3300,107255,房本满五年,东南,精装,有电梯,顶层(共24层)2000年建塔楼,,-
东城,兴化西里 ,2室1厅,61.85,620,100243,房本满五年,南,精装,无电梯,中楼层(共5层)1976年建板楼,,-
东城,海晟名苑 ,3室2厅,305.54,4000,130916,房本满五年,东南西北,简装,有电梯,顶层(共22层)2004年建板塔结合,,-
东城,北官厅胡同甲二号院 ,2室1厅,64.31,660,102628,房本满五年,南北,简装,无电梯,顶层(共6层)1993年建板楼,,-
东城,兴隆都市馨园 ,2室1厅,67.71,710,104859,房本满五年,南北,其他,无电梯,低楼层(共6层)2003年建板塔结合,,-
东城,富贵园四区 ,1室0厅,55.4,700,126354,房本满五年,西,精装,有电梯,高楼层(共10层)2006年建板塔结合,,-
东城,安贞苑50号院 ,2室1厅,65.82,655,99514,房本满五年,南北,简装,无电梯,高楼层(共6层)1996年建板楼,,-
东城,国瑞城中区 ,3室2厅,139.36,1758,126149,房本满五年,东南,精装,有电梯,中楼层(共16层)2006年建板楼,,-
东城,东棉花胡同 ,2室1厅,54.7,690,126143,房本满五年,东西,精装,无电梯,中楼层(共6层)1986年建板楼,,-
东城,朝阳门南小街 ,2室1厅,82.1,880,107187,房本满五年,南北,精装,有电梯,中楼层(共11层)2003年建板塔结合,,-
东城,西总布胡同 ,1室1厅,45.85,465,101418,房本满五年,南,精装,无电梯,顶层(共6层)1988年建板楼,,-
